Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
New York,04-13-2020,195749,10058,23887.0,185691.0,1160.9555172357552,478357.0,42712.0,5.138212711176047,2837.057652188998,21.819779411389074,222,18,184,95,569,129,2306,229,3726,537,27,20,494,346,78,59,200,211,201,458,1151,424,88,120,239,14,65,88,282,7927,39,1126812,737,13,907,125,35,4019,213,636,5,294,788,55,343,621,100,153,192,23
New York,04-14-2020,203020,10842,23887.0,192178.0,1204.0786369999996,499143.0,46201.0,5.340360556,2960.336041,22.75687124,231,29,209,133,615,157,2873,257,3841,554,25,30,547,420,56,55,220,205,203,504,1275,362,89,108,261,16,51,86,254,9757,43,1210441,717,18,923,110,50,4812,246,644,10,298,741,57,389,685,117,204,198,26
New York,04-15-2020,214454,11617,23887.0,202837.0,1271.8918333849808,526012.0,46201.0,5.417012506178482,3119.6917150647723,21.5435478004607,237,21,212,103,627,163,2910,261,3753,550,23,33,520,368,63,74,192,190,177,466,1243,296,81,119,231,21,62,81,249,9324,44,1202091,719,18,884,90,49,4670,224,643,6,296,703,46,381,672,108,155,188,21
New York,04-16-2020,223691,14832,23887.0,208859.0,1326.6749797239493,550579.0,50450.0,6.630575213128825,3265.394600862048,22.55343308403109,222,19,215,111,605,144,2858,253,3650,599,30,38,515,325,50,86,192,192,226,492,1229,357,101,89,196,22,70,47,216,9566,48,1186603,678,22,872,100,70,4541,245,610,7,302,736,46,388,649,147,186,163,13
New York,04-17-2020,230597,17131,23887.0,213466.0,1367.6333437617227,550579.0,52424.0,7.428977827118306,3265.394600862048,22.73403383391805,196,28,221,79,563,143,2985,243,3835,592,23,22,488,328,60,73,164,207,211,554,1341,347,86,103,187,15,52,67,219,10114,44,1231024,687,13,856,88,68,4660,255,677,1,301,730,45,385,686,124,166,135,16
New York,04-18-2020,241712,17671,23887.0,224041.0,1433.5546029971488,596532.0,54339.0,7.310766532071224,3537.9343782480605,22.480886344078908,193,21,194,84,532,133,2205,236,3710,516,24,24,433,297,44,69,150,210,160,479,1183,317,65,103,194,17,39,81,194,7280,45,1142547,608,16,711,96,44,4051,205,595,1,283,715,49,385,637,135,154,121,15
New York,04-19-2020,247815,18298,23887.0,229517.0,1469.750504491868,617555.0,55723.0,7.383733833706597,3662.6183758104853,22.48572523858524,204,19,226,89,570,148,2192,220,3774,575,26,20,435,314,47,67,172,208,161,469,1168,336,89,94,184,13,19,62,185,7386,48,1131828,646,20,729,108,54,3601,216,585,4,248,694,59,343,673,137,174,143,19
New York,04-20-2020,253060,18611,23887.0,234449.0,1500.8577473789405,633861.0,57103.0,7.354382359914645,3759.3266127059296,22.56500434679523,254,25,228,110,627,173,2872,237,4197,602,31,34,480,375,59,79,202,209,179,535,1311,368,146,134,204,12,27,89,217,10103,51,1215020,724,21,925,112,64,4541,231,624,6,320,846,74,424,697,129,150,166,22
New York,04-21-2020,258361,19104,23887.0,239257.0,1532.2971171681436,649325.0,57103.0,7.394304867994782,3851.041084394336,22.102020041724572,246,27,248,112,694,181,3019,232,4492,672,34,33,599,376,79,92,221,202,218,565,1415,387,112,136,263,13,46,74,271,10618,65,1235177,776,30,926,114,66,5046,228,693,10,299,890,85,439,766,118,178,175,21
New York,04-22-2020,263292,19413,23887.0,243879.0,1561.5420770682683,669982.0,57103.0,7.373182626133722,3973.5543954178333,21.688087750482353,295,31,269,151,667,191,3402,265,4455,689,32,35,624,415,72,104,228,216,220,595,1364,368,102,139,244,13,49,91,239,11139,58,1274251,753,19,976,139,93,5223,247,689,11,364,879,74,445,818,139,181,186,15
New York,04-23-2020,263460,20973,23887.0,242487.0,1562.5384577746606,695920.0,57103.0,7.960601229788202,4127.388459479776,21.67425795187125,271,24,277,145,716,182,3360,278,4769,669,26,31,607,404,73,114,256,234,221,569,1423,405,132,138,243,14,61,86,277,11581,51,1272253,775,20,1057,148,80,5561,285,673,20,352,913,76,473,816,162,173,170,16
New York,04-24-2020,271590,21411,23887.0,250179.0,1610.7561669590075,730656.0,57103.0,7.883574505688722,4333.402032201482,21.02544276298833,242,17,258,125,618,168,2987,256,4506,672,28,24,509,350,58,102,213,231,218,607,1384,397,101,115,205,19,41,91,251,10589,54,1241514,770,19,941,150,70,5312,261,678,11,374,840,79,499,801,142,163,157,12
New York,04-25-2020,282143,22009,23887.0,260134.0,1673.3442954980496,777568.0,57103.0,7.800654278149732,4611.629482786486,20.239027727074564,241,18,264,129,670,193,3237,312,4777,646,29,26,477,364,61,78,231,225,180,691,1481,377,129,98,220,16,56,88,233,10223,54,1319104,845,22,870,114,80,4871,288,656,3,323,869,70,535,839,164,130,171,28
New York,04-26-2020,288045,22269,23887.0,265776.0,1708.3480986476209,805350.0,57103.0,7.73108368484091,4776.400011268592,19.824333003523755,255,22,246,105,655,155,1977,215,4159,570,27,34,418,325,66,80,199,204,180,542,1164,331,107,118,222,16,38,84,208,6449,60,1086359,716,19,753,120,64,3569,221,573,8,292,797,72,353,742,160,130,174,28
New York,04-27-2020,291996,22668,23887.0,269328.0,1731.7808377604565,826095.0,57103.0,7.7631200427403115,4899.435235995439,19.55608980944945,291,34,283,132,760,179,3038,236,4741,656,26,29,571,375,77,88,264,207,247,607,1325,390,163,153,280,12,42,90,241,10685,59,1216228,826,15,944,152,58,4961,238,676,8,298,934,92,384,836,184,178,206,32
New York,04-28-2020,295106,22912,51630.0,272194.0,1750.2257425037922,844994.0,64275.0,7.763989888379091,5011.5221346270455,21.780309448130502,281,34,274,154,736,200,3522,290,5157,698,38,39,615,411,91,76,238,226,240,658,1557,389,180,146,281,14,58,89,244,12323,62,1316052,807,17,969,128,63,5360,281,705,10,351,967,84,515,771,148,195,207,30
New York,04-29-2020,299691,23477,53238.0,276214.0,1777.4186326157517,872481.0,65397.0,7.8337354141432325,5174.543066035428,21.82147612040401,272,45,323,153,697,183,3249,261,5024,656,32,39,618,364,94,84,222,211,209,601,1305,391,148,191,275,13,44,84,265,11189,57,1237776,836,21,964,118,61,5161,245,750,6,311,960,81,479,753,144,156,190,25
New York,04-30-2020,304372,23587,54771.0,226014.0,1805.1808831313635,900636.0,66369.0,7.749398762041188,5341.525796919226,21.805225184971018,261,38,317,123,629,177,3136,269,5005,672,31,29,554,358,97,77,248,180,233,586,1315,419,116,213,242,15,35,71,277,11317,72,1211640,764,13,926,139,63,5075,249,682,7,301,983,72,521,738,123,162,203,23
New York,05-01-2020,308314,24039,56187.0,228088.0,1828.5602447063568,927438.0,67180.0,7.796921320471988,5500.4841046140455,21.789474367041393,204,13,189,88,356,74,3257,125,2523,491,12,25,477,222,55,64,179,87,138,418,857,270,121,149,218,17,26,32,170,12516,41,1425125,646,11,717,145,40,5209,121,357,11,230,647,28,493,535,94,93,128,8
New York,05-02-2020,312977,24198,57540.0,231239.0,1856.215740146284,959071.0,67890.0,7.731558549030759,5688.09428845518,21.69168980468213,190,20,189,93,360,68,3286,113,2676,434,15,24,405,208,42,57,135,79,156,438,879,291,115,129,150,19,40,33,170,11757,40,1462226,595,15,700,137,47,5165,95,426,11,242,578,47,571,602,96,111,121,12
New York,05-03-2020,316415,24708,58950.0,232757.0,1876.6059596020998,985911.0,68736.0,7.808732202961299,5847.277967976443,21.723369625333813,144,14,153,77,352,52,2364,102,2515,381,11,18,346,203,38,45,118,72,114,358,698,264,77,110,156,13,34,47,125,9367,30,1284108,579,9,618,112,40,3947,96,397,7,213,534,34,347,508,88,83,87,7
New York,05-04-2020,318953,24999,58950.0,235004.0,1891.6584252736716,1007310.0,69331.0,7.837831906268321,5974.191960453175,21.737058438077092,184,17,219,106,432,92,3373,137,3062,455,9,31,445,259,49,66,145,109,154,433,762,306,127,99,166,15,36,72,179,12348,42,1363602,647,8,759,128,51,5136,128,432,5,279,718,54,392,610,115,114,123,12
New York,05-05-2020,321192,25124,58950.0,237118.0,1904.9375705213647,1028899.0,69867.0,7.822112630451567,6102.232812062138,21.752409773593364,184,15,193,103,425,95,3382,170,3246,484,10,31,506,271,57,66,157,100,181,471,911,337,140,111,193,14,45,67,197,12925,34,1410066,694,14,777,131,59,5448,95,478,7,256,646,61,417,627,132,123,139,12
New York,05-06-2020,323978,25623,54597.0,243758.0,1921.4608839023724,1028899.0,70539.0,7.908870355394503,6102.232812062138,21.772774694578022,173,17,216,81,527,100,3522,129,3374,594,12,66,675,315,84,165,223,91,208,446,901,593,287,132,267,14,50,100,247,12734,35,1389324,739,16,849,136,115,5866,118,493,21,290,743,87,446,690,200,147,179,10
New York,05-07-2020,327469,26144,55547.0,245778.0,1942.165437747705,1089916.0,71152.0,7.983656468245847,6464.1147261213355,21.727858209479365,228,15,243,100,718,104,3692,168,3792,687,14,68,872,318,57,283,240,106,329,549,1080,691,367,142,312,19,63,95,282,13915,40,1459173,806,23,1084,160,138,6191,140,492,46,303,755,93,503,720,263,173,283,13
New York,05-08-2020,330407,26243,56378.0,247786.0,1959.5902384344959,1121543.0,71679.0,7.942628334145462,6651.689324937242,21.694152968914093,218,11,217,94,421,86,3554,161,3614,583,16,24,573,266,46,134,164,123,156,481,913,429,132,113,180,17,35,64,193,12893,30,1377485,823,20,885,131,21,5953,140,496,5,263,665,68,531,685,114,133,159,9
New York,05-09-2020,333122,26612,57180.0,249330.0,1975.6924623503012,1153768.0,72255.0,7.988664813491753,6842.810564600904,21.690251619526787,185,12,227,73,449,109,3330,174,3634,492,14,17,440,257,68,83,164,100,148,438,1012,300,108,122,183,15,33,73,198,11258,34,1385653,764,9,783,149,39,5322,154,491,4,275,621,69,497,643,120,160,126,19
New York,05-10-2020,335395,26641,58006.0,250748.0,1989.1732560742896,1182998.0,72715.0,7.9431714843691745,7016.168945838109,21.680406684655406,207,11,242,80,476,113,3217,149,3771,478,15,13,382,241,53,83,136,120,130,466,895,305,109,91,190,15,24,92,166,12517,30,1367920,777,8,729,115,48,4880,151,497,4,293,647,40,481,649,132,134,120,16
New York,05-11-2020,337055,26988,58363.0,251704.0,1999.0184463874527,1204651.0,73143.0,8.007001824628029,7144.589371049507,21.70061265965495,220,15,279,114,475,124,3417,147,3936,581,16,23,495,265,62,83,189,123,171,450,937,333,136,113,236,30,29,89,159,12443,46,1320937,814,15,917,143,49,5637,199,498,11,341,713,51,444,718,120,144,136,13
New York,05-12-2020,338485,27284,58679.0,252522.0,2007.499544066864,1225113.0,73143.0,8.060623070446253,7265.946168753086,21.608933926171023,235,10,255,122,490,121,3663,181,4305,641,19,34,596,263,65,82,210,125,160,485,1125,350,123,131,254,38,37,86,229,14184,31,1404691,892,24,1066,157,40,6074,191,550,6,327,743,44,555,740,127,135,132,15
New York,05-13-2020,340661,27477,59193.0,253991.0,2020.4050465496607,1258907.0,73963.0,8.065789744056406,7466.372892513949,21.71161359826925,239,10,261,137,637,142,3976,196,4436,666,21,38,764,319,73,120,192,117,190,545,1137,490,187,109,229,36,42,99,203,14384,27,1427127,866,19,1177,139,67,6221,190,551,18,329,721,75,508,800,177,144,166,18
New York,05-14-2020,343051,27641,59758.0,255652.0,1763.4354964625754,1298757.0,74433.0,8.057402543645114,6676.191572329611,21.697356952756294,244,14,260,102,656,149,3923,199,4703,666,27,27,738,319,84,145,226,120,233,587,1156,589,202,124,307,32,73,83,269,14449,26,1416584,953,25,1088,111,107,6259,169,571,18,327,780,76,505,787,193,169,204,15
New York,05-15-2020,345813,27878,60302.0,257633.0,1777.6334111785495,1338048.0,74751.0,8.061582415929998,6878.1648768572495,21.61601790563108,293,21,318,109,916,169,4224,208,5014,824,29,26,778,456,75,148,227,126,293,714,1302,693,294,134,323,34,60,112,309,15528,28,1494533,997,23,1262,110,150,7245,169,623,41,433,793,106,618,831,247,170,257,14
New York,05-16-2020,348232,28049,60796.0,259387.0,1790.0681525608602,1378717.0,75163.0,8.054687679478048,7087.221717401765,21.58417376921133,302,16,317,121,1135,153,4167,255,4975,810,36,55,736,420,68,94,222,151,301,727,1449,727,282,107,268,29,50,100,326,14142,27,1475072,993,22,1275,127,116,6737,183,686,35,437,766,106,722,928,303,182,281,13
New York,05-17-2020,350121,28232,61381.0,260508.0,1799.7784570136025,1413396.0,75525.0,8.063498047817754,7265.487280195127,21.571113986307587,252,21,297,135,669,154,3396,187,5014,605,20,33,562,333,62,72,209,146,230,604,1172,530,154,89,199,24,50,113,242,11721,36,1411746,982,12,1148,109,69,5493,176,619,9,373,739,78,590,857,163,146,199,12
New York,05-18-2020,351371,28339,61681.0,261351.0,1806.2040158097527,1439557.0,75870.0,8.065264350216722,7399.9665151280005,21.592561708279852,259,17,305,115,625,148,3972,201,5521,710,28,33,656,333,80,90,231,141,213,663,1098,474,133,90,199,23,53,116,223,15403,39,1473457,1069,18,1159,123,90,6384,171,682,17,433,830,110,538,907,119,171,162,11
New York,05-19-2020,352845,28558,61886.0,262401.0,1813.7810347421741,1467739.0,76168.0,8.093638849919937,7544.834593522492,21.586815740622654,252,15,343,112,588,160,4057,242,5434,713,29,38,718,340,140,88,202,136,219,650,1241,400,120,132,236,21,52,103,231,15575,39,1497770,1049,17,1176,149,65,6654,207,668,21,418,859,95,577,904,122,171,173,6
New York,05-20-2020,354370,28636,61886.0,263848.0,1821.6202164734773,1505836.0,76410.0,8.080819482461834,7740.670204288048,21.562208990603047,274,16,346,128,597,180,4402,269,5871,786,27,39,732,390,145,78,253,158,235,695,1268,415,159,143,223,20,60,120,288,16514,33,1545445,1229,19,1210,135,96,7597,261,678,30,450,821,101,636,961,147,178,207,10
New York,05-21-2020,356458,28743,62826.0,264889.0,1832.3534698865674,1555055.0,76608.0,8.063502572533089,7993.677866998232,21.491452008371247,333,18,417,117,940,218,4788,278,6260,968,28,38,894,438,204,208,257,179,258,841,1512,643,312,146,250,27,73,109,349,17801,49,1576527,1206,15,1546,120,136,8114,240,767,16,499,961,126,682,1154,282,223,195,17
New York,05-22-2020,358154,28853,63292.0,266009.0,1841.0716680611845,1600793.0,76843.0,8.056031762872955,8228.791633572897,21.45529576662553,490,27,387,183,1597,240,5522,326,6637,1116,34,92,1033,604,213,216,279,194,339,1200,1978,1097,564,215,364,32,116,137,528,19596,50,1660043,1427,14,1924,141,199,9474,276,843,34,575,1142,174,878,1295,542,224,338,18
New York,05-23-2020,359926,29031,63292.0,267603.0,1850.1805402106072,1652061.0,77034.0,8.065824641731911,8492.332072261732,21.40273278396115,428,11,364,148,1614,221,4710,338,6186,1018,42,139,946,535,166,79,272,180,651,1117,2075,1011,557,175,374,34,105,157,492,14663,49,1482369,1311,20,1789,133,184,8538,317,823,49,519,1015,168,801,1415,640,207,344,26
New York,05-24-2020,361515,29141,64080.0,268294.0,1858.3487105522736,1699826.0,77295.0,8.060799690192663,8737.865524980234,21.380855566159077,460,15,365,124,1324,248,4980,273,6219,1216,34,29,961,580,182,106,249,176,331,1145,2030,1032,604,135,338,30,127,122,527,17222,32,1495620,1263,19,1884,126,172,8084,305,875,54,440,1012,184,761,1372,596,212,270,24
New York,05-25-2020,362764,29229,64280.0,269255.0,1864.7691289013876,1739449.0,77525.0,8.057304473431762,8941.54545792413,21.370643172971963,489,14,406,124,1278,251,4240,263,6415,1111,54,52,976,583,176,289,289,172,354,1003,1904,1093,501,126,298,32,112,121,431,15146,39,1474663,1223,14,1704,143,194,7276,259,845,45,476,1042,153,687,1278,713,232,265,19
New York,05-26-2020,363836,29302,64443.0,270091.0,1870.279688124966,1774128.0,77637.0,8.053628557921702,9119.811020717492,21.338460185358237,433,21,473,158,1760,239,5092,250,7026,1191,46,55,1120,678,170,442,333,164,406,929,1784,1212,739,176,284,34,122,160,421,18633,54,1574653,1385,19,1542,121,229,8278,234,947,77,558,1197,157,593,1307,611,273,336,24
New York,05-27-2020,364965,29484,64632.0,270849.0,1876.0832528296487,1811544.0,77838.0,8.0785828778102,9312.145987050906,21.32752455714932,328,27,443,147,957,202,4881,266,6761,911,36,40,994,418,122,276,252,136,284,806,1529,748,313,140,238,24,85,145,349,17855,35,1545374,1338,17,1373,161,102,7775,216,901,24,483,1085,135,610,1164,353,220,284,22
New York,05-28-2020,366733,29529,64954.0,272250.0,1885.171563190924,1876789.0,78043.0,8.05190697319303,9647.534453974775,21.280604690605973,241,24,409,92,697,202,4727,269,6916,916,30,35,794,365,79,127,261,138,201,881,1472,549,115,108,236,26,54,129,320,17097,28,1514325,1359,13,1321,171,46,7758,230,915,18,474,1116,111,646,1115,142,235,191,20
New York,05-29-2020,368284,29646,65289.0,273349.0,1893.144396545188,1944130.0,89194.0,8.049765941501667,9993.697297888033,24.21880939709572,274,29,443,118,774,222,5209,302,7781,967,38,42,691,354,109,140,206,179,212,994,1767,455,91,108,235,43,50,135,311,18678,35,1608453,1391,17,1328,174,68,8687,269,1023,18,518,1099,106,675,1171,126,261,165,23
New York,05-30-2020,369660,29710,65609.0,274341.0,1900.2176516679901,2005381.0,89400.0,8.03711518692853,10308.554819346442,24.18438565167992,271,18,466,108,795,227,5160,359,7795,1000,39,38,551,337,68,105,211,178,221,1164,1942,477,96,127,246,25,53,161,351,17703,38,1609988,1448,16,1403,166,56,8714,282,1070,10,522,1017,103,800,1368,133,264,207,17
New York,05-31-2020,370770,29784,65934.0,275052.0,1905.923547878972,2063825.0,89590.0,8.033012379642367,10608.983105972218,24.16322787712059,255,14,366,116,707,171,4339,258,6671,890,30,56,579,346,81,110,198,197,224,1002,1644,483,115,94,211,21,60,105,282,15922,27,1513231,1314,14,1284,160,63,7208,303,907,17,458,963,87,657,1236,135,239,198,9
New York,06-01-2020,371711,29917,66110.0,275684.0,1910.7607085407144,2113777.0,89703.0,8.04845700019639,10865.758716360464,24.132457742708716,291,20,393,105,849,181,4931,352,7536,937,48,56,761,419,110,136,225,200,273,1033,1593,588,192,131,235,35,66,149,327,18754,24,1629791,1485,19,1409,163,89,8422,303,998,23,527,1216,104,672,1273,175,293,216,16
New York,06-02-2020,373040,29968,66262.0,276810.0,1917.592362652781,2167831.0,89861.0,8.033454857387946,11143.62044049416,24.08883765815998,273,6,387,125,799,185,4674,314,7164,925,47,50,828,412,113,162,273,162,262,905,1442,575,208,146,248,37,54,153,333,18056,35,1553541,1413,13,1501,161,93,8380,270,918,22,492,1047,92,678,1268,191,284,233,10
New York,06-03-2020,374085,30019,66502.0,277564.0,1922.964129806363,2229473.0,89995.0,8.024646804870551,11460.487876744006,24.057366641271372,293,23,373,125,810,212,4874,322,7447,1006,49,47,849,388,188,102,284,152,284,863,1562,658,254,132,256,27,73,139,349,17665,37,1566199,1317,28,1470,148,135,8312,293,939,19,540,1092,96,652,1235,228,279,240,26
New York,06-04-2020,375133,30174,66756.0,278203.0,1928.351318301056,2293032.0,89995.0,8.043547221918626,11787.209549963627,23.990158157240227,291,30,429,125,829,203,5169,330,7773,1029,50,34,876,451,156,88,252,195,318,934,1668,632,191,149,251,33,81,147,385,19147,40,1633314,1606,41,1525,155,109,9009,302,1066,27,498,1148,129,689,1359,207,309,224,28
New York,06-05-2020,376208,30236,66992.0,278980.0,1933.877298865745,2359512.0,89995.0,8.037043337728065,12128.946468978096,23.921607196019224,304,22,459,106,1008,237,5305,319,8063,1063,50,42,783,478,140,91,254,178,260,1062,1802,711,275,174,255,21,94,159,428,19730,47,1645697,1585,20,1733,169,147,9578,321,1132,19,489,1188,105,819,1388,240,278,264,31
New York,06-06-2020,377316,30280,67261.0,279775.0,1939.572914182653,2437407.0,89995.0,8.025103626668363,12529.361590919008,23.851360663210677,310,13,458,113,934,236,5393,350,8003,1017,51,39,678,518,124,97,235,157,271,1183,2119,624,214,136,210,26,95,188,431,18362,49,1621437,1584,9,1707,162,152,9444,342,1112,16,525,1037,119,748,1447,246,273,206,17
New York,06-07-2020,378097,30374,67544.0,280179.0,1943.5876033184875,2497842.0,89995.0,8.033388257510639,12840.024507595293,23.80209311367189,272,18,481,104,883,232,4562,331,7507,1030,58,44,704,400,118,107,244,196,227,1068,1892,539,224,125,227,32,102,163,361,16386,55,1530304,1498,10,1380,161,141,7990,333,1080,17,484,1067,106,651,1313,215,231,231,35
New York,06-08-2020,378799,30417,67687.0,280695.0,1947.196197138405,2555896.0,89995.0,8.02985224353813,13138.448019876667,23.757982465634807,258,13,546,115,1122,223,5380,350,8755,1269,48,36,894,473,172,109,294,211,282,1166,1795,590,277,146,297,37,116,140,339,20508,67,1665008,1732,27,1412,199,209,9333,357,1151,21,576,1341,143,686,1361,256,270,282,36
New York,06-09-2020,379482,30458,67808.0,281216.0,1950.7071224646224,2605869.0,89995.0,8.026204141434903,13395.331579652693,23.715222329385853,337,15,498,148,1331,282,5519,382,8545,1315,49,46,933,557,169,109,280,195,347,1157,1830,806,327,121,331,35,113,177,404,21369,63,1670875,1727,23,1568,183,189,9335,385,1154,20,584,1238,126,693,1396,302,270,314,24
New York,06-10-2020,380156,30542,68019.0,281595.0,1954.1717837675067,2668166.0,89995.0,8.03407022380286,13715.566008711721,23.67317627500289,366,17,436,160,1239,221,5539,362,7011,1139,38,28,1017,541,207,105,342,165,329,1104,1846,1002,322,128,299,37,96,153,379,21263,52,1688152,1583,21,1784,163,139,9570,340,1099,22,565,1210,137,739,1269,328,275,310,21
New York,06-11-2020,380892,30580,68211.0,282101.0,1957.95515278668,2729005.0,89995.0,8.02852252081955,14028.30566599092,23.627432448043013,404,22,414,143,1057,235,5483,313,7363,1127,24,23,963,537,155,117,297,162,347,1097,1886,921,311,132,282,30,85,165,412,20986,55,1641909,1676,18,1798,151,137,9747,343,1091,23,534,1307,114,752,1331,359,244,295,31
New York,06-12-2020,381714,30758,68399.0,282557.0,1962.1806002510286,2801400.0,89995.0,8.057865312773437,14400.448329228771,23.576552078257546,354,8,399,117,989,246,6231,396,7450,1174,33,27,853,500,128,128,337,174,311,1238,2228,695,195,107,277,25,75,153,423,22740,65,1730002,1843,12,1764,164,95,10498,404,1194,18,579,1426,95,842,1574,295,266,233,17
New York,06-13-2020,382630,30795,68584.0,283251.0,1966.8892497368481,2872240.0,89995.0,8.048245040901131,14764.597597324211,23.520110812011605,264,12,463,109,919,245,6479,419,7981,1255,39,18,733,442,87,122,340,179,289,1523,2579,665,151,115,253,28,59,191,464,22397,73,1727795,2002,17,1799,184,81,10815,430,1308,21,629,1257,102,891,1807,205,254,223,23
New York,06-14-2020,383324,30825,68761.0,283738.0,1970.4567199804706,2934599.0,89995.0,8.041500140872996,15085.15073409953,23.477528148511443,244,14,398,126,985,269,5337,316,7356,1149,44,29,790,475,123,115,330,178,325,1352,2296,683,208,107,288,30,94,210,378,18283,59,1550229,1775,12,1680,151,111,8975,337,1152,26,539,1242,123,838,1671,268,275,251,23
New York,06-15-2020,383944,30856,68851.0,284237.0,1973.6437971433609,2991210.0,89995.0,8.036588669180922,15376.15658130663,23.439616194028297,235,4,347,105,868,212,5399,262,7464,1044,34,31,717,409,130,106,307,169,482,1290,1830,572,192,161,226,19,65,199,409,20539,42,1609727,1726,13,1470,194,138,9367,309,1094,21,524,1305,126,763,1395,138,249,202,33
New York,06-16-2020,384575,30909,68938.0,284728.0,1976.8874192236576,3051778.0,89995.0,8.037183904309952,15687.503177438823,23.40115712149776,252,10,368,106,895,196,5397,283,7256,1015,35,25,693,368,95,89,252,158,460,1005,1558,518,166,146,217,22,71,218,359,20736,53,1604593,1696,13,1404,159,167,8796,293,1041,27,515,1141,107,738,1310,151,205,171,19
New York,06-17-2020,385142,30939,69085.0,285118.0,1979.802052693592,3111119.0,89995.0,8.033141023310883,15992.542445056717,23.3667063057262,318,6,445,127,857,220,5672,332,8182,1091,31,24,792,410,98,100,324,203,458,1148,1779,550,155,158,297,22,69,246,413,22639,55,1686946,1925,15,1473,192,166,9705,341,1098,47,613,1335,124,780,1422,182,224,222,22
New York,06-18-2020,385760,30974,69243.0,285543.0,1982.9788489624084,3179660.0,89995.0,8.029344670261302,16344.873825414275,23.32927208627125,328,4,420,122,933,231,5750,349,8126,1199,37,24,842,419,98,123,301,195,461,1202,1945,565,167,170,314,14,61,187,403,22669,64,1647940,2010,11,1570,207,172,9733,347,1142,39,596,1385,128,848,1512,214,232,259,19
New York,06-19-2020,386556,31015,69377.0,286164.0,1987.070644803797,3258963.0,89995.0,8.02341704694792,16752.526696783174,23.28123221473732,344,6,429,140,1137,232,6192,380,8273,1293,40,26,818,434,75,115,308,177,503,1423,2290,566,168,133,289,15,58,226,426,23564,54,1669859,2089,22,1765,185,169,10567,372,1190,24,639,1408,147,894,1767,274,244,251,16
New York,06-20-2020,387272,31083,69506.0,286683.0,1990.751204882232,3327793.0,89995.0,8.026141833130204,17106.343666334404,23.23818917969799,354,12,475,129,1136,258,6518,395,8383,1436,45,26,759,407,129,130,319,181,525,1703,2772,628,143,146,253,20,59,178,533,22673,64,1641267,2306,15,1950,192,196,11038,416,1281,26,699,1322,144,1018,2017,235,267,196,18
New York,06-21-2020,387936,31125,69506.0,287305.0,1994.1644617147476,3395319.0,89995.0,8.023230635981193,17453.457492949492,23.198414171409716,336,10,410,126,1101,262,5553,340,7614,1259,42,28,742,338,137,107,291,161,461,1532,2255,528,125,80,255,18,52,188,439,20251,49,1462533,2090,10,1570,198,193,8636,388,1060,21,545,1222,134,832,1800,220,203,154,11
New York,06-22-2020,388488,31176,69710.0,287602.0,1997.0019884791272,3452099.0,89995.0,8.024958299870269,17745.33207570583,23.16545169992381,342,17,472,232,1158,298,5904,379,9112,1365,33,39,872,497,124,110,321,263,485,1617,2247,685,160,191,303,24,56,186,424,22880,49,1654942,2282,8,1743,230,106,10395,412,1314,31,626,1499,130,789,1823,230,285,199,25
New York,06-23-2020,389085,31232,69710.0,288143.0,2000.0708353601688,3500808.0,89995.0,8.02703779379827,17995.718110427188,23.12990734672373,347,12,471,183,1102,255,5874,393,8828,1375,40,49,897,475,122,105,297,263,408,1501,2117,679,150,152,364,25,60,196,416,23050,60,1657874,2159,10,1827,256,90,10308,395,1374,22,616,1440,117,820,1743,217,310,154,20
New York,06-24-2020,389666,31257,69710.0,288699.0,2003.0574350886193,3551952.0,89995.0,8.021485066698148,18258.62113368344,23.09542018035959,366,14,529,217,1132,301,6091,389,9330,1411,33,45,906,505,108,153,324,267,480,1548,2417,839,169,168,378,17,53,219,451,23851,64,1680393,2237,16,1919,220,106,10766,458,1337,35,657,1494,134,919,1760,199,300,211,11
New York,06-25-2020,390415,31301,70010.0,289104.0,2006.9076299192727,3619594.0,89995.0,8.017366136034731,18606.33125215481,23.05111227796063,338,15,521,167,1171,296,6639,389,9648,1422,44,43,908,525,112,147,311,272,500,1579,2838,993,209,184,424,19,55,210,542,25281,60,1698685,2449,12,2057,219,107,11138,495,1469,37,689,1543,122,1032,1793,211,279,240,23
New York,06-26-2020,391220,31342,70010.0,289868.0,2011.0456897839936,3681317.0,89995.0,8.011349113031029,18923.615064614653,23.00368079341547,266,15,399,194,1141,286,7270,389,7748,1552,24,42,830,553,118,119,261,303,455,1727,3212,1074,211,171,383,21,38,199,580,26661,57,1772967,2384,8,2241,227,91,12240,424,1187,25,679,1347,123,1064,1944,193,306,227,12
